"household_income","deposit","mortgage","interestRate","monthlyCost"
"12309","628630","683897","5.69","261"
"24228","443886","552670","5.69","514"
"38756","925797","1099811","5.69","822"
"36603","197952","362299","5.69","776"
"35344","780009","938704","5.69","750"
"35313","418490","577045","5.69","749"
"45116","644437","847008","5.69","957"
"40045","288440","468242","5.69","849"
"29389","880027","1011984","5.69","623"
"15119","815175","883059","5.69","321"
"34080","865731","1018750","5.69","723"
"31291","523856","664353","5.69","664"
"33615","552530","703461","5.69","713"
"41742","549308","736730","5.69","885"
"25551","633380","748104","5.69","542"
"36785","540651","705816","5.69","780"
"14078","234183","297393","5.69","299"
"14520","923900","989095","5.69","308"
"29872","864340","998465","5.69","633"
"42727","934677","1126521","5.69","906"
"33590","138823","289642","5.69","712"
"23237","774943","879277","5.69","493"
"46909","274912","485533","5.69","995"
"38784","416233","590373","5.69","822"
"41064","440453","624830","5.69","871"
"29993","882914","1017583","5.69","636"
"17333","594970","672795","5.69","368"
"42313","744064","934049","5.69","897"
"15520","291171","360856","5.69","329"
"44302","323935","522851","5.69","939"
"33888","914554","1066711","5.69","719"
"10989","650335","null","5.69","8"
"30974","251537","390610","5.69","657"
"25419","607974","722105","5.69","539"
"13533","131696","192459","5.69","287"
"37819","644852","814659","5.69","802"
"39324","129006","305571","5.69","834"
"39413","376871","553835","5.69","836"
"43779","285638","482206","5.69","928"
"28048","620993","746929","5.69","595"
"15883","869130","940445","5.69","337"
"49858","323549","547411","5.69","1057"
"35818","232976","393799","5.69","760"
"22595","889865","991317","5.69","479"
"13809","533735","595737","5.69","293"
"45698","894684","1099868","5.69","969"
"29581","865783","998602","5.69","627"
"34614","400319","555736","5.69","734"
"45018","100405","505327","5.69","955"
"20050","533312","623337","5.69","425"
"35467","892714","1051961","5.69","752"
"40354","372845","554034","5.69","856"
"24184","323307","431893","5.69","513"
"46641","252928","462346","5.69","989"
"19749","313085","401758","5.69","419"
"20419","578181","669862","5.69","433"
"40058","181484","361344","5.69","849"
"18764","245179","329429","5.69","398"
"32835","765749","913178","5.69","696"
"39918","938248","1117480","5.69","847"
"43199","341566","535530","5.69","916"
"30016","943824","1078596","5.69","637"
"33344","671024","820739","5.69","707"
"36520","534477","698452","5.69","774"
"47049","304099","515349","5.69","998"
"21944","441093","539622","5.69","465"
"37710","703348","872666","5.69","800"
"39956","103339","282741","5.69","847"
"34098","297015","450115","5.69","723"
"37454","161020","329188","5.69","794"
"25800","154774","270616","5.69","547"
"11303","317057","null","5.69","8"
"18403","973602","1056231","5.69","390"
"37508","937923","1106334","5.69","795"
"20985","228365","322588","5.69","445"
"22018","189031","287892","5.69","467"
"21171","489045","584103","5.69","449"
"27101","632621","754304","5.69","575"
"39182","668537","844464","5.69","831"
"48125","616564","832645","5.69","1021"
"48077","840618","1056484","5.69","1020"
"19479","711527","798988","5.69","413"
"10689","578851","null","5.69","8"
"48788","259023","478081","5.69","1035"
"18183","150494","232136","5.69","386"
"41204","173983","358989","5.69","874"
"43575","483412","679064","5.69","924"
"34142","849092","1002390","5.69","724"
"30517","458530","595551","5.69","647"
"11081","577677","null","5.69","8"
"13490","896332","956902","5.69","286"
"46245","614632","822272","5.69","981"
"21791","710333","808175","5.69","462"
"18919","654139","739085","5.69","401"
"31719","495839","638257","5.69","673"
"29082","430078","560656","5.69","617"
"43309","810398","1004855","5.69","918"
"35221","413284","571426","5.69","747"
"10844","962830","null","5.69","8"
"22822","759210","861681","5.69","484"
"36709","356537","521360","5.69","778"
"23082","221639","325277","5.69","489"
"40788","479715","662853","5.69","865"
"13344","412274","472189","5.69","283"
"26853","610973","731543","5.69","569"
"18150","810721","892215","5.69","385"
"37235","993929","1161114","5.69","790"
"15025","329618","397080","5.69","319"
"41032","336948","521182","5.69","870"
"45975","830411","1036839","5.69","975"
"48849","474227","693559","5.69","1036"
"31491","666967","808362","5.69","668"
"15650","387380","457649","5.69","332"
"47679","327483","541562","5.69","1011"
"21380","714222","810218","5.69","453"
"13126","227623","286559","5.69","278"
"22820","775568","878030","5.69","484"
"14935","769711","836769","5.69","317"
"18071","369810","450949","5.69","383"
"31396","147300","288268","5.69","666"
"12145","835498","890029","5.69","258"
"36276","870450","1033329","5.69","769"
"49896","976166","1200199","5.69","1058"
"37079","443932","610417","5.69","786"
"27390","760819","883800","5.69","581"
"38112","114437","285560","5.69","808"
"26235","957206","1075001","5.69","556"
"35756","371738","532282","5.69","758"
"22250","119702","219605","5.69","472"
"13045","581782","640354","5.69","277"
"14945","770223","837326","5.69","317"
"15542","956323","1026107","5.69","330"
"17754","471964","551679","5.69","377"
"42784","532537","724637","5.69","907"
"36918","968196","1133958","5.69","783"
"31850","845919","988926","5.69","675"
"24761","272996","384173","5.69","525"
"40119","944981","1125115","5.69","851"
"37914","268948","439182","5.69","804"
"19785","470472","559307","5.69","420"
"46304","474764","682669","5.69","982"
"14679","189950","255859","5.69","311"
"10195","187966","null","5.69","8"
"15519","799425","869105","5.69","329"
"42959","226692","419578","5.69","911"
"18963","311303","396447","5.69","402"
"21104","968965","1063722","5.69","448"
"17400","704286","782412","5.69","369"
"27279","831812","954295","5.69","578"
"28330","290583","417785","5.69","601"
"19290","575030","661642","5.69","409"
"37566","308871","477542","5.69","797"
"35689","108536","268780","5.69","757"
"27295","610380","732935","5.69","579"
"49006","912773","1132810","5.69","1039"
"30311","656928","793024","5.69","643"
"37894","759940","930084","5.69","804"
"20269","632731","723739","5.69","430"
"12834","131115","188740","5.69","272"
"36866","220646","386174","5.69","782"
"44831","292142","493433","5.69","951"
"47420","160932","373848","5.69","1006"
"20724","533711","626762","5.69","439"
"45528","873284","1077705","5.69","965"
"26438","839705","958412","5.69","561"
"13648","648753","710033","5.69","289"
"30121","616771","752014","5.69","639"
"14811","945695","1012196","5.69","314"
"26770","521068","641265","5.69","568"
"15851","961388","1032559","5.69","336"
"28942","417219","547169","5.69","614"
"30808","322325","460653","5.69","653"
"36803","742461","907706","5.69","780"
"16832","904770","980346","5.69","357"
"49338","915393","1136921","5.69","1046"
"48194","346697","563088","5.69","1022"
"30114","276461","411673","5.69","639"
"15157","382055","450110","5.69","321"
"46871","569620","780071","5.69","994"
"34224","392852","546518","5.69","726"
"38306","848518","1020512","5.69","812"
"39030","977985","1153230","5.69","828"
"33315","651111","800695","5.69","706"
"29279","286216","417679","5.69","621"
"12966","828418","886635","5.69","275"
"43007","313393","506494","5.69","912"
"11877","880644","null","5.69","8"
"27440","180128","303334","5.69","582"
"30582","945700","1083013","5.69","649"
"41677","543032","730162","5.69","884"
"29115","234511","365237","5.69","617"
"22100","747018","846247","5.69","469"
"44128","849051","1047186","5.69","936"
"37015","937002","1103199","5.69","785"
"30801","247127","385423","5.69","653"
"13921","281277","343782","5.69","295"
"10194","846881","null","5.69","8"
"35293","867494","1025960","5.69","748"
"45551","276030","480554","5.69","966"
"25823","394260","510205","5.69","548"
"14093","841008","904286","5.69","299"
"43847","506705","703578","5.69","930"
"31734","759799","902285","5.69","673"
"41436","331974","518022","5.69","879"
"28977","436053","566160","5.69","615"
"10789","644461","null","5.69","8"
"46995","439974","650982","5.69","997"
"42062","715516","904374","5.69","892"
"48848","808972","1028300","5.69","1036"
"49967","952510","1176862","5.69","1060"
"32315","374385","519479","5.69","685"
"29307","158398","289986","5.69","622"
"34962","402005","558984","5.69","741"
"36534","710153","874191","5.69","775"
"47083","176882","388285","5.69","998"
"31822","637078","779959","5.69","675"
"19916","590771","680194","5.69","422"
"38108","214347","385452","5.69","808"
"37743","729950","899416","5.69","800"
"17761","596053","675800","5.69","377"
"34677","985747","1141447","5.69","735"
"34277","843302","997206","5.69","727"
"34359","667408","821680","5.69","729"
"14849","223411","290083","5.69","315"
"18481","992764","1075744","5.69","392"
"14096","631644","694935","5.69","299"
"29334","494972","626682","5.69","622"
"12059","256929","311074","5.69","256"
"44045","373734","571496","5.69","934"
"45845","420009","625853","5.69","972"
"48137","489267","705402","5.69","1021"
"30017","202339","337115","5.69","637"
"34982","137007","294076","5.69","742"
"42549","623033","814078","5.69","902"
"26778","232687","352920","5.69","568"
"16441","218603","292423","5.69","349"
"35229","151998","310176","5.69","747"
"32983","599561","747655","5.69","699"
"19648","984056","1072276","5.69","417"
"40828","342712","526030","5.69","866"
"11290","369442","null","5.69","8"
"25798","443500","559333","5.69","547"
"23630","700696","806795","5.69","501"
"26532","695407","814536","5.69","563"
"46962","933754","1144613","5.69","996"
"27038","505222","626623","5.69","573"
"32286","634927","779891","5.69","685"
"32875","308323","455932","5.69","697"
"17269","796312","873850","5.69","366"
"41705","672971","860226","5.69","884"
"43142","831532","1025240","5.69","915"
"20490","209222","301222","5.69","435"
"43779","610977","807545","5.69","928"
"12498","775635","831751","5.69","265"
"17959","659527","740163","5.69","381"
"20610","603844","696383","5.69","437"
"12487","734205","790272","5.69","265"
"44356","544676","743834","5.69","941"
"41634","487343","674280","5.69","883"
"26339","624603","742865","5.69","559"
"48095","315489","531436","5.69","1020"
"19916","219322","308745","5.69","422"
"10817","406854","null","5.69","8"
"21256","299528","394967","5.69","451"
"18697","216729","300679","5.69","397"
"38592","930254","1103532","5.69","818"
"32015","248137","391884","5.69","679"
"39918","829819","1009051","5.69","847"
"43976","619751","817203","5.69","933"
"47582","626696","840339","5.69","1009"
"41486","477720","663992","5.69","880"
"40265","940567","1121357","5.69","854"
"19399","889699","976801","5.69","411"
"17199","408276","485500","5.69","365"
"19446","450228","537541","5.69","412"
"33973","231833","384372","5.69","720"
"20552","877736","970014","5.69","436"
"33170","563767","712700","5.69","703"
"41749","200345","387798","5.69","885"
"19150","565178","651162","5.69","406"
"14684","778369","844300","5.69","311"
"12633","633581","690303","5.69","268"
"18999","501065","586371","5.69","403"
"16485","995108","1069126","5.69","350"
"44740","874237","1075120","5.69","949"
"35265","437683","596023","5.69","748"
"22698","242908","344822","5.69","481"
"17308","283720","361433","5.69","367"
"34131","834965","988213","5.69","724"
"44388","919403","1118705","5.69","941"
"28928","265660","395547","5.69","613"
"14521","814711","879910","5.69","308"
"40623","458133","640530","5.69","861"
"39132","675172","850875","5.69","830"
"29212","644589","775751","5.69","619"
"39509","722896","900291","5.69","838"
"28454","689059","816817","5.69","603"
"22468","559018","659899","5.69","476"
"49207","570250","791189","5.69","1044"
"10880","523899","null","5.69","8"
"32285","803173","948133","5.69","685"
"20842","578471","672052","5.69","442"
"49425","244990","466908","5.69","1048"
"35182","119324","277291","5.69","746"
"23833","503474","610484","5.69","505"
"19880","817111","906372","5.69","422"
"24405","691053","800631","5.69","518"
"26523","410882","529970","5.69","562"
"20403","946968","1038577","5.69","433"
"19482","447834","535308","5.69","413"
"21221","193085","288367","5.69","450"
"12834","123195","180820","5.69","272"
"46951","435536","646346","5.69","996"
"30822","901338","1039729","5.69","654"
"17288","123266","200889","5.69","367"
"12441","614692","670552","5.69","264"
"39968","230384","409840","5.69","848"
"29585","601883","734720","5.69","627"
"22399","519417","619989","5.69","475"
"49413","607258","829122","5.69","1048"
"46877","598976","809454","5.69","994"
"31141","484994","624817","5.69","660"
"42510","692457","883327","5.69","901"
"33133","742564","891331","5.69","703"
"21992","601982","700726","5.69","466"
"11344","776153","null","5.69","8"
"19454","720955","808303","5.69","413"
"38864","996028","1170527","5.69","824"
"42189","678957","868386","5.69","895"
"20874","803156","896880","5.69","443"
"46463","151346","359965","5.69","985"
"31628","456872","598882","5.69","671"
"33352","716517","866267","5.69","707"
"17950","780374","860970","5.69","381"
"49241","841551","1062643","5.69","1044"
"39338","297941","474569","5.69","834"
"29394","738001","869980","5.69","623"
"20743","401938","495074","5.69","440"
"38033","430847","601615","5.69","807"
"14213","716512","780328","5.69","301"
"43159","908858","1102642","5.69","915"
"39618","249627","427512","5.69","840"
"36933","930252","1096081","5.69","783"
"19673","559118","647450","5.69","417"
"35767","144937","305531","5.69","758"
"40562","190763","372886","5.69","860"
"25010","186971","299266","5.69","530"
"13020","887502","945962","5.69","276"
"27678","359698","483972","5.69","587"
"21511","291406","387990","5.69","456"
"15496","708847","778424","5.69","329"
"42819","579637","771894","5.69","908"
"34885","245000","401634","5.69","740"
"40038","203893","383664","5.69","849"
"35388","714538","873430","5.69","750"
"19959","340254","429870","5.69","423"
"46065","431159","637991","5.69","977"
"35252","605948","764229","5.69","748"
"35583","270697","430465","5.69","755"
"18468","823128","906049","5.69","392"
"24084","246692","354829","5.69","511"
"22521","934128","1035247","5.69","478"
"26945","287214","408197","5.69","571"
"23052","150738","254241","5.69","489"
"44294","906496","1105376","5.69","939"
"31604","472820","614722","5.69","670"
"35350","748191","906913","5.69","750"
"14572","253769","319197","5.69","309"
"13732","996023","1057680","5.69","291"
"31363","995379","1136199","5.69","665"
"44504","200441","400264","5.69","944"
"34612","340879","496287","5.69","734"
"12051","894317","948426","5.69","256"
"43440","975461","1170507","5.69","921"
"27283","994766","1117267","5.69","579"
"38822","641478","815789","5.69","823"
"14670","639727","705595","5.69","311"
"23245","563440","667810","5.69","493"
"29219","592380","723573","5.69","620"
"34408","176372","330864","5.69","730"
"37165","738515","905386","5.69","788"
"36908","308304","474021","5.69","783"
"10397","259392","null","5.69","8"
"45829","830031","1035803","5.69","972"
"21674","542801","640117","5.69","460"
"15014","429763","497176","5.69","318"
"37043","779576","945899","5.69","786"
"44549","790809","990834","5.69","945"
"44137","441051","639226","5.69","936"
"23895","359106","466395","5.69","507"
"49739","278473","501801","5.69","1055"
"38240","749906","921604","5.69","811"
"44322","371488","570494","5.69","940"
"45257","705688","908892","5.69","960"
"17298","982276","1059944","5.69","367"
"20800","591310","684702","5.69","441"
"16743","217015","292191","5.69","355"
"48411","769719","987084","5.69","1027"
"15596","235315","305341","5.69","331"
"31093","796428","936036","5.69","659"
"42439","344965","535516","5.69","900"
"38993","805125","980204","5.69","827"
"43840","116542","313384","5.69","930"
"24783","530633","641909","5.69","526"
"39696","639323","817558","5.69","842"
"48061","182424","398218","5.69","1019"
"28007","926161","1051912","5.69","594"
"22781","539219","641506","5.69","483"
"48623","973061","1191378","5.69","1031"
"37778","752399","922022","5.69","801"
"12050","703106","757211","5.69","256"
"18789","861873","946236","5.69","398"
"26699","716808","836687","5.69","566"
"10178","871997","null","5.69","8"
"14112","810840","874203","5.69","299"
"29078","731782","862342","5.69","617"
"49529","179388","401773","5.69","1050"
"26977","457281","578408","5.69","572"
"29571","185285","318059","5.69","627"
"13819","866391","928438","5.69","293"
"22470","615484","716374","5.69","477"
"37967","557643","728115","5.69","805"
"21152","916567","1011539","5.69","449"
"20746","130709","223859","5.69","440"
"38600","935156","1108470","5.69","819"
"35518","944970","1104446","5.69","753"
"44379","757136","956398","5.69","941"
"34675","383598","539289","5.69","735"
"32203","620565","765156","5.69","683"
"14622","702287","767940","5.69","310"
"36397","802887","966310","5.69","772"
"34910","453033","609779","5.69","740"
"26704","358084","477985","5.69","566"
"15103","311514","379326","5.69","320"
"23414","786738","891867","5.69","497"
"49394","147269","369048","5.69","1047"
"18795","730975","815365","5.69","399"
"41283","168403","353764","5.69","875"
"19766","154479","243228","5.69","419"
"36652","611937","776504","5.69","777"
"43239","932010","1126153","5.69","917"
"35106","698779","856405","5.69","744"
"49377","439311","661014","5.69","1047"
"46809","136225","346397","5.69","993"
"44580","614688","814852","5.69","945"
"12932","316486","374551","5.69","274"
"32197","232284","376849","5.69","683"
"37467","146036","314263","5.69","795"
"32906","851770","999518","5.69","698"
"33212","844891","994013","5.69","704"
"17708","817340","896849","5.69","376"
"15118","843156","911036","5.69","321"
"13798","770047","832000","5.69","293"
"24358","877391","986758","5.69","517"
"39380","967515","1144331","5.69","835"
"28746","888909","1017979","5.69","610"
"15045","921760","989312","5.69","319"
"38322","277202","449268","5.69","813"
"16523","562445","636633","5.69","350"
"28148","547678","674063","5.69","597"
"21707","509815","607279","5.69","460"
"33424","804559","954633","5.69","709"
"15818","197901","268924","5.69","335"
"36843","130095","295520","5.69","781"
"36762","692615","857676","5.69","780"
"13946","618205","680823","5.69","296"
"34904","558634","715353","5.69","740"
"19038","519553","605034","5.69","404"
"12433","978240","1034064","5.69","264"
"12679","325515","382444","5.69","269"
"49846","502533","726342","5.69","1057"
"31394","559996","700955","5.69","666"
"22408","872612","973224","5.69","475"
"42740","500913","692816","5.69","906"
"46770","442807","652804","5.69","992"
"29044","144708","275116","5.69","616"
"42159","748368","937662","5.69","894"
"23470","126537","231917","5.69","498"
"16979","255318","331554","5.69","360"
"38141","401481","572734","5.69","809"
"21836","411134","509178","5.69","463"
"11447","356714","null","5.69","8"
"33573","644691","795434","5.69","712"
"18986","753065","838312","5.69","403"
"38775","968250","1142350","5.69","822"
"18074","235798","316950","5.69","383"
"23831","798844","905845","5.69","505"
"14281","610007","674129","5.69","303"
"34063","209308","362251","5.69","722"
"14911","307898","374848","5.69","316"
"14083","202184","265417","5.69","299"
"37854","397034","566998","5.69","803"
"34582","127467","282740","5.69","733"
"32079","655526","799561","5.69","680"
"45343","456517","660107","5.69","962"
"12635","952793","1009524","5.69","268"
"44421","378138","577588","5.69","942"
"10800","376334","null","5.69","8"
"11639","242610","null","5.69","8"
"20282","896810","987876","5.69","430"
"41474","843418","1029636","5.69","880"
"40379","846896","1028198","5.69","856"
"33618","315979","466924","5.69","713"
"35414","877690","1036699","5.69","751"
"19600","185562","273566","5.69","416"
"13752","715167","776913","5.69","292"
"14212","315927","379739","5.69","301"
"38311","176931","348947","5.69","812"
"13409","429090","489296","5.69","284"
"34383","369538","523918","5.69","729"
"37646","767983","937014","5.69","798"
"19118","984235","1070075","5.69","405"
"23788","254437","361245","5.69","504"
"42478","185039","375765","5.69","901"
"29813","657916","791776","5.69","632"
"28901","830267","960032","5.69","613"
"23668","527268","633537","5.69","502"
"39978","845606","1025107","5.69","848"
"40269","207148","387956","5.69","854"
"23749","700530","807163","5.69","504"
"33901","287206","439421","5.69","719"
"32347","740983","886221","5.69","686"
"30408","504019","640551","5.69","645"
"42252","703266","892977","5.69","896"
"11757","173334","null","5.69","8"
"41300","495610","681047","5.69","876"
"43112","106497","483932","5.69","914"
"37437","780380","948472","5.69","794"
"25339","187102","300874","5.69","537"
"44051","361244","559033","5.69","934"
"25219","990974","1104207","5.69","535"
"13524","364062","424785","5.69","287"
"19213","865525","951791","5.69","407"
"43189","837461","1031380","5.69","916"
"43316","765328","959817","5.69","919"
"29032","959928","1090282","5.69","616"
"36898","102429","268101","5.69","782"
"10207","141559","null","5.69","8"
"29066","438961","569467","5.69","616"
"28596","696020","824416","5.69","606"
"24563","499364","609652","5.69","521"
"41343","826270","1011900","5.69","877"
"15145","948161","1016162","5.69","321"
"18263","644806","726807","5.69","387"
"35561","266777","426446","5.69","754"
"27440","464117","587323","5.69","582"
"11385","578114","null","5.69","8"
"44495","780975","980758","5.69","944"
"22545","697809","799036","5.69","478"
"19962","390545","480174","5.69","423"
"37536","135693","304230","5.69","796"
"28765","228623","357778","5.69","610"
"17418","138111","216318","5.69","369"
"33322","472888","622504","5.69","707"
"24174","212541","321082","5.69","513"
"22908","513496","616353","5.69","486"
"40620","183739","366123","5.69","861"
"37602","284296","453129","5.69","797"
"11907","690102","null","5.69","8"
"47358","859266","1071903","5.69","1004"
"24543","761291","871489","5.69","520"
"40155","934000","1114296","5.69","852"
"45236","490440","693550","5.69","959"
"36108","998517","1160642","5.69","766"
"21475","111392","207815","5.69","455"
"39751","349208","527690","5.69","843"
"33643","153457","304514","5.69","713"
"18276","835707","917766","5.69","388"
"20222","535583","626380","5.69","429"
"17665","279096","358412","5.69","375"
"49133","802915","1023522","5.69","1042"
"40408","805147","986579","5.69","857"
"49759","484599","708017","5.69","1055"
"17815","344199","424188","5.69","378"
"37275","564253","731618","5.69","790"
"32544","825654","971777","5.69","690"
"33598","513712","664567","5.69","713"
"21445","908572","1004860","5.69","455"
"39679","774077","952236","5.69","841"
"37520","714773","883238","5.69","796"
"39983","470905","650429","5.69","848"
"25218","658176","771405","5.69","535"
"11167","678401","null","5.69","8"
"42184","278306","467712","5.69","895"
"21064","482944","577521","5.69","447"
"49532","119602","555997","5.69","1050"
"35110","934245","1091889","5.69","745"
"35675","488993","649174","5.69","757"
"49058","417837","638107","5.69","1040"
"24024","860630","968498","5.69","509"
"40552","282427","464505","5.69","860"
"34263","732707","886548","5.69","727"
"37920","871675","1041936","5.69","804"
"20365","383516","474955","5.69","432"
"33093","631580","780168","5.69","702"
"42633","508426","699848","5.69","904"
"44454","917520","1117118","5.69","943"
"37397","548261","716174","5.69","793"
"18005","771732","852574","5.69","382"
"12242","493668","548635","5.69","260"
"44789","561755","762858","5.69","950"
"31257","104815","245159","5.69","663"
"44705","770206","970931","5.69","948"
"39818","235928","414711","5.69","844"
"11874","217415","null","5.69","8"
"33789","720543","872256","5.69","717"
"44548","805299","1005320","5.69","945"
"17726","964495","1044085","5.69","376"
"44851","182183","383564","5.69","951"
"21777","554785","652564","5.69","462"
"31667","442055","584240","5.69","672"
"15120","865234","933123","5.69","321"
"25709","480391","595824","5.69","545"
"30400","289631","426127","5.69","645"
"38682","351439","525121","5.69","820"
"17052","583290","659853","5.69","362"
"47803","393808","608443","5.69","1014"
"38808","496855","671103","5.69","823"
"40871","945772","1129283","5.69","867"
"21042","500707","595186","5.69","446"
"25157","392649","505604","5.69","533"
"45490","852655","1056905","5.69","965"
"23643","680022","786179","5.69","501"
"11800","738769","null","5.69","8"
"12214","271516","326357","5.69","259"
"29325","840935","972604","5.69","622"
"44093","614965","812943","5.69","935"
"31304","846935","987490","5.69","664"
"46540","803608","1012573","5.69","987"
"16644","283234","357966","5.69","353"
"30143","681722","817064","5.69","639"
"19076","145676","231327","5.69","405"
"21993","388679","487428","5.69","466"
"42736","776422","968307","5.69","906"
"29231","954196","1085443","5.69","620"
"26288","850914","968947","5.69","557"
"26695","702538","822399","5.69","566"
"12136","472333","526824","5.69","257"
"12528","889831","946082","5.69","266"
"17745","369476","449151","5.69","376"
"24035","634987","742904","5.69","510"
"31237","914454","1054708","5.69","662"
"41523","855560","1041998","5.69","881"
"47266","212042","424266","5.69","1002"
"27058","290099","411589","5.69","574"
"13186","220537","279742","5.69","280"
"31415","303718","444771","5.69","666"
"10022","929078","null","5.69","8"
"15329","900358","969185","5.69","325"
"15243","902627","971068","5.69","323"
"10949","806946","null","5.69","8"
"39575","308196","485888","5.69","839"
"46438","337039","545546","5.69","985"
"42331","462545","652611","5.69","898"
"16481","954605","1028605","5.69","350"
"28110","586489","712703","5.69","596"
"23154","448500","552461","5.69","491"
"41070","640913","825317","5.69","871"
"40643","365246","547733","5.69","862"
"36103","459611","621713","5.69","766"
"22721","491325","593342","5.69","482"
"31035","806174","945521","5.69","658"
"33311","382883","532449","5.69","706"
"38098","151799","322859","5.69","808"
"21424","418349","514543","5.69","454"
"44341","393718","592809","5.69","940"
"29629","278205","411239","5.69","628"
"47151","765050","976758","5.69","1000"
"24042","289142","397091","5.69","510"
"19320","792999","879746","5.69","410"
"42493","259660","450454","5.69","901"
"30215","848859","984524","5.69","641"
"38034","900283","1071056","5.69","807"
"30261","823236","959108","5.69","642"
"35411","787612","946607","5.69","751"
"12575","233917","290379","5.69","267"
"33425","823596","973674","5.69","709"
"23880","587921","695142","5.69","506"
"46655","725983","935464","5.69","989"
"21794","972253","1070108","5.69","462"
"39762","707054","885585","5.69","843"
"34457","202184","356896","5.69","731"
"47975","287926","503334","5.69","1017"
"47106","369737","581243","5.69","999"
"34759","346935","503003","5.69","737"
"15018","169078","236509","5.69","318"
"26270","382153","500105","5.69","557"
"47253","639810","851976","5.69","1002"
"34142","979810","1133108","5.69","724"
"46611","583810","793093","5.69","988"
"25487","942207","1056644","5.69","540"
"19996","925583","1015365","5.69","424"
"40236","902297","1082957","5.69","853"
"14321","890163","954464","5.69","304"
"21401","976574","1072664","5.69","454"
"32005","920360","1064062","5.69","679"
"14291","454033","518200","5.69","303"
"22398","113201","213768","5.69","475"
"37088","851145","1017670","5.69","787"
"28195","765405","892001","5.69","598"
"39268","408137","584450","5.69","833"
"17443","210723","289042","5.69","370"
"13758","356180","417953","5.69","292"
"21753","728488","826159","5.69","461"
"42311","157406","347382","5.69","897"
"10082","273693","null","5.69","8"
"28520","387612","515667","5.69","605"
"43591","196437","392161","5.69","924"
"37234","303158","470339","5.69","790"
"35537","354433","513994","5.69","754"
"26329","276923","395140","5.69","558"
"12886","703522","761380","5.69","273"
"12840","299883","357535","5.69","272"
"40067","958115","1138016","5.69","850"
"27607","757673","881628","5.69","585"
"49966","792382","1016729","5.69","1060"
"47915","370608","585746","5.69","1016"
"11200","127393","null","5.69","8"
"44599","846253","1046503","5.69","946"
"13948","657761","720388","5.69","296"
"35228","613843","772017","5.69","747"
"32256","102271","247100","5.69","684"
"39662","747825","925907","5.69","841"
"43045","207278","400550","5.69","913"
"41086","187302","371778","5.69","871"
"31601","179046","320934","5.69","670"
"24495","239611","349594","5.69","519"
"40095","652633","832660","5.69","850"
"40989","989970","1174011","5.69","869"
"17589","346461","425436","5.69","373"
"48580","780859","998983","5.69","1030"
"44015","910999","1108626","5.69","933"
"48132","349335","565448","5.69","1021"
"27101","919038","1040721","5.69","575"
"39034","732596","907859","5.69","828"
"40570","765495","947654","5.69","860"
"21712","421732","519219","5.69","460"
"35262","788697","947023","5.69","748"
"25478","684765","799161","5.69","540"
"31893","883299","1026499","5.69","676"
"22584","980918","1082320","5.69","479"
"29899","866512","1000759","5.69","634"
"48355","334863","551977","5.69","1025"
"13328","984503","1044346","5.69","283"
"46769","446156","656149","5.69","992"
"11951","459989","null","5.69","8"
"32640","914614","1061168","5.69","692"
"11968","675035","null","5.69","8"
"35347","413491","572199","5.69","750"
"23356","914397","1019265","5.69","495"
"22008","761626","860442","5.69","467"
"16631","522780","597453","5.69","353"
"37244","151405","318631","5.69","790"
"46482","238007","446711","5.69","986"
"19490","766736","854246","5.69","413"
"34750","150961","306989","5.69","737"
"44747","697350","898264","5.69","949"
"39974","280945","460428","5.69","848"
"41077","939566","1124002","5.69","871"
"44850","174858","376235","5.69","951"
"19590","587560","675519","5.69","415"
"32706","586460","733310","5.69","694"
"44265","260067","458817","5.69","939"
"28841","225226","354722","5.69","612"
"21200","618033","713221","5.69","450"
"38063","964849","1135752","5.69","807"
"30001","503062","637766","5.69","636"
"30147","963421","1098781","5.69","639"
"34384","757320","911704","5.69","729"
"28608","776741","905191","5.69","607"
"46619","895916","1105235","5.69","989"
"17868","690087","770314","5.69","379"
"12270","324217","379309","5.69","260"
"16632","315784","390462","5.69","353"
"49062","831730","1052018","5.69","1040"
"19903","902388","991752","5.69","422"
"40438","472670","654237","5.69","858"
"20713","247479","340480","5.69","439"
"14541","933925","999214","5.69","308"
"28481","807163","935043","5.69","604"
"49203","946318","1167239","5.69","1043"
"10332","875318","null","5.69","8"
"26170","890662","1008165","5.69","555"
"43546","137542","333064","5.69","923"
"15387","777922","847010","5.69","326"
"40125","155184","335345","5.69","851"
"34970","893126","1050141","5.69","742"
"13038","490640","549181","5.69","276"
"46097","260825","467801","5.69","978"
"48228","695105","911649","5.69","1023"
"17604","558584","637626","5.69","373"
"37174","688878","855789","5.69","788"
"23415","294460","399593","5.69","497"
"46720","952079","1161852","5.69","991"
"21648","186590","283790","5.69","459"
"11305","643667","null","5.69","8"
"23107","961809","1065559","5.69","490"
"30848","334977","473485","5.69","654"
"40093","897052","1077070","5.69","850"
"17074","677626","754288","5.69","362"
"44530","165291","365231","5.69","944"
"12724","994111","1051242","5.69","270"
"42667","825717","1017292","5.69","905"
"47614","555886","769673","5.69","1010"
"22788","629468","731786","5.69","483"
"46262","479123","686839","5.69","981"
"44614","128840","329157","5.69","946"
"11467","567338","null","5.69","8"
"15136","526881","594842","5.69","321"
"20780","832740","926042","5.69","441"
"12945","554149","612272","5.69","275"
"10952","285750","null","5.69","8"
"43266","349764","544028","5.69","918"
